Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
Primera Division,10/04/16,Argentinos Jrs,Newells Old Boys,0,0
Primera Division,10/04/16,Aldosivi,Racing Club,2,1
Primera Division,10/04/16,Rosario Central,Velez Sarsfield,2,3
Primera Division,11/04/16,Belgrano,Gimnasia L.P.,3,0
Primera Division,11/04/16,Tigre,Boca Juniors,2,0
Primera Division,11/04/16,Atl. Rafaela,Union de Santa Fe,1,1
Primera Division,11/04/16,Quilmes,Arsenal Sarandi,1,4
Primera Division,12/04/16,Estudiantes L.P.,Atl. Tucuman,3,2
Primera Division,15/04/16,Sarmiento Junin,Colon Santa FE,1,0
Primera Division,16/04/16,Gimnasia L.P.,Godoy Cruz,2,2
Primera Division,16/04/16,Lanus,Atl. Rafaela,2,1
Primera Division,16/04/16,Atl. Tucuman,Defensa y Justicia,3,1
Primera Division,16/04/16,Newells Old Boys,Huracan,1,0
Primera Division,16/04/16,Boca Juniors,Aldosivi,4,1
Primera Division,16/04/16,Union de Santa Fe,Tigre,1,0
Primera Division,17/04/16,Racing Club,Argentinos Jrs,2,2
Primera Division,17/04/16,San Lorenzo,Rosario Central,2,1
Primera Division,17/04/16,San Martin S.J.,Estudiantes L.P.,0,2
Primera Division,17/04/16,Temperley,Quilmes,2,0
Primera Division,17/04/16,Velez Sarsfield,Independiente,0,2
Primera Division,18/04/16,Olimpo Bahia Blanca,River Plate,0,1
Primera Division,18/04/16,Patronato,Banfield,0,2
Primera Division,18/04/16,Arsenal Sarandi,Belgrano,3,3
Primera Division,22/04/16,Atl. Rafaela,Patronato,3,1
Primera Division,23/04/16,Olimpo Bahia Blanca,Aldosivi,2,1
Primera Division,23/04/16,Velez Sarsfield,Argentinos Jrs,1,0
Primera Division,23/04/16,Union de Santa Fe,Colon Santa FE,1,0
Primera Division,23/04/16,Arsenal Sarandi,Defensa y Justicia,0,0
Primera Division,23/04/16,San Lorenzo,Huracan,1,0
Primera Division,23/04/16,Godoy Cruz,San Martin S.J.,1,0
Primera Division,23/04/16,Lanus,Banfield,2,0
Primera Division,24/04/16,Gimnasia L.P.,Estudiantes L.P.,0,0
Primera Division,24/04/16,Newells Old Boys,Rosario Central,0,0
Primera Division,24/04/16,Boca Juniors,River Plate,0,0
Primera Division,24/04/16,Racing Club,Independiente,0,0
Primera Division,25/04/16,Belgrano,Atl. Tucuman,0,0
Primera Division,25/04/16,Tigre,Sarmiento Junin,2,0
Primera Division,26/04/16,Quilmes,Temperley,2,0
Primera Division,29/04/16,Aldosivi,Union de Santa Fe,1,1
Primera Division,29/04/16,Estudiantes L.P.,Newells Old Boys,0,0
Primera Division,30/04/16,Colon Santa FE,Olimpo Bahia Blanca,3,1
Primera Division,30/04/16,Patronato,Atl. Rafaela,2,1
Primera Division,30/04/16,Independiente,San Lorenzo,0,1
Primera Division,30/04/16,Belgrano,Quilmes,2,2
Primera Division,30/04/16,River Plate,Velez Sarsfield,0,0
Primera Division,30/04/16,Godoy Cruz,Arsenal Sarandi,2,0
Primera Division,30/04/16,Huracan,Racing Club,0,1
Primera Division,30/04/16,Defensa y Justicia,San Martin S.J.,0,0
Primera Division,01/05/16,Argentinos Jrs,Boca Juniors,1,0
Primera Division,02/05/16,Rosario Central,Gimnasia L.P.,0,1
Primera Division,02/05/16,Tigre,Lanus,0,1
Primera Division,03/05/16,Temperley,Atl. Tucuman,1,1
Primera Division,04/05/16,Banfield,Sarmiento Junin,0,0
Primera Division,06/05/16,Union de Santa Fe,Argentinos Jrs,4,0
Primera Division,07/05/16,Quilmes,Godoy Cruz,1,3
Primera Division,07/05/16,Newells Old Boys,Defensa y Justicia,0,1
Primera Division,07/05/16,San Martin S.J.,Temperley,2,0
Primera Division,07/05/16,Velez Sarsfield,Colon Santa FE,2,0
Primera Division,07/05/16,San Lorenzo,River Plate,2,1
Primera Division,08/05/16,Racing Club,Estudiantes L.P.,0,0
Primera Division,08/05/16,Arsenal Sarandi,Rosario Central,1,0
Primera Division,08/05/16,Lanus,Aldosivi,2,0
Primera Division,08/05/16,Atl. Tucuman,Belgrano,2,1
Primera Division,08/05/16,Boca Juniors,Huracan,0,0
Primera Division,09/05/16,Atl. Rafaela,Tigre,0,0
Primera Division,09/05/16,Gimnasia L.P.,Independiente,3,3
Primera Division,09/05/16,Olimpo Bahia Blanca,Banfield,1,1
Primera Division,10/05/16,Sarmiento Junin,Patronato,1,0
Primera Division,13/05/16,Huracan,Union de Santa Fe,1,1
Primera Division,14/05/16,Atl. Tucuman,San Martin S.J.,3,2
Primera Division,14/05/16,Defensa y Justicia,Racing Club,2,1
Primera Division,14/05/16,Colon Santa FE,San Lorenzo,0,2
Primera Division,14/05/16,Godoy Cruz,Belgrano,1,0
Primera Division,14/05/16,River Plate,Gimnasia L.P.,1,0
Primera Division,15/05/16,Independiente,Arsenal Sarandi,2,0
Primera Division,15/05/16,Argentinos Jrs,Lanus,1,1
Primera Division,15/05/16,Sarmiento Junin,Tigre,0,1
Primera Division,15/05/16,Temperley,Newells Old Boys,2,0
Primera Division,15/05/16,Aldosivi,Atl. Rafaela,2,1
Primera Division,15/05/16,Rosario Central,Quilmes,1,1
Primera Division,16/05/16,Estudiantes L.P.,Boca Juniors,3,1
Primera Division,16/05/16,Patronato,Olimpo Bahia Blanca,1,0
Primera Division,17/05/16,Banfield,Velez Sarsfield,0,0
Primera Division,21/05/16,Arsenal Sarandi,River Plate,2,1
Primera Division,21/05/16,Tigre,Aldosivi,2,0
Primera Division,21/05/16,Atl. Rafaela,Argentinos Jrs,0,2
Primera Division,21/05/16,Olimpo Bahia Blanca,Sarmiento Junin,0,1
Primera Division,21/05/16,Racing Club,Temperley,2,0
Primera Division,22/05/16,Quilmes,Independiente,0,3
Primera Division,22/05/16,Velez Sarsfield,Patronato,0,0
Primera Division,22/05/16,San Lorenzo,Banfield,1,1
Primera Division,22/05/16,San Martin S.J.,Godoy Cruz,2,0
Primera Division,22/05/16,Boca Juniors,Defensa y Justicia,0,0
Primera Division,22/05/16,Newells Old Boys,Atl. Tucuman,2,1
Primera Division,22/05/16,Union de Santa Fe,Estudiantes L.P.,1,1
Primera Division,23/05/16,Lanus,Huracan,1,3
Primera Division,23/05/16,Belgrano,Rosario Central,1,0
Primera Division,24/05/16,Gimnasia L.P.,Colon Santa FE,3,0
Primera Division,28/05/16,Godoy Cruz,Estudiantes L.P.,0,1
Primera Division,29/05/16,San Lorenzo,Lanus,0,4
Primera Division,26/08/16,Sarmiento Junin,Arsenal Sarandi,1,0
Primera Division,27/08/16,Godoy Cruz,Huracan,1,0
Primera Division,27/08/16,Gimnasia L.P.,Velez Sarsfield,2,0
Primera Division,27/08/16,Rosario Central,Defensa y Justicia,0,0
Primera Division,27/08/16,Racing Club,Talleres Cordoba,1,1
Primera Division,27/08/16,Atl. Tucuman,Atl. Rafaela,1,0
Primera Division,28/08/16,San Lorenzo,San Martin S.J.,2,2
Primera Division,28/08/16,Tigre,Estudiantes L.P.,0,3
Primera Division,28/08/16,Quilmes,Newells Old Boys,0,1
Primera Division,28/08/16,Belgrano,Independiente,0,1
Primera Division,28/08/16,Union de Santa Fe,Olimpo Bahia Blanca,1,0
Primera Division,28/08/16,River Plate,Banfield,4,1
Primera Division,29/08/16,Lanus,Boca Juniors,1,0
Primera Division,29/08/16,Aldosivi,Colon Santa FE,0,2
Primera Division,30/08/16,Temperley,Patronato,1,0
Primera Division,09/09/16,Patronato,Gimnasia L.P.,0,1
Primera Division,10/09/16,Huracan,Quilmes,1,1
Primera Division,10/09/16,Olimpo Bahia Blanca,Lanus,0,0
Primera Division,10/09/16,Banfield,Colon Santa FE,0,0
Primera Division,10/09/16,San Martin S.J.,Racing Club,0,2
Primera Division,10/09/16,Union de Santa Fe,Aldosivi,0,0
Primera Division,10/09/16,Defensa y Justicia,San Lorenzo,0,2
Primera Division,11/09/16,Independiente,Godoy Cruz,2,0
Primera Division,11/09/16,Newells Old Boys,Tigre,1,0
Primera Division,11/09/16,Velez Sarsfield,Rosario Central,2,0
Primera Division,11/09/16,Estudiantes L.P.,Sarmiento Junin,1,0
Primera Division,11/09/16,Boca Juniors,Belgrano,3,0
Primera Division,12/09/16,Talleres Cordoba,River Plate,0,1
Primera Division,12/09/16,Arsenal Sarandi,Atl. Tucuman,1,3
Primera Division,13/09/16,Atl. Rafaela,Temperley,1,0
Primera Division,17/09/16,Colon Santa FE,Talleres Cordoba,1,0
Primera Division,17/09/16,Lanus,Union de Santa Fe,0,1
Primera Division,17/09/16,San Lorenzo,Velez Sarsfield,2,1
Primera Division,17/09/16,Rosario Central,Patronato,2,1
Primera Division,17/09/16,Aldosivi,Banfield,1,3
Primera Division,17/09/16,Quilmes,Independiente,1,1
Primera Division,18/09/16,Sarmiento Junin,Newells Old Boys,1,1
Primera Division,18/09/16,Atl. Tucuman,Estudiantes L.P.,0,2
Primera Division,18/09/16,Temperley,Arsenal Sarandi,1,1
Primera Division,18/09/16,Belgrano,Olimpo Bahia Blanca,0,0
Primera Division,18/09/16,Godoy Cruz,Boca Juniors,1,1
Primera Division,18/09/16,River Plate,San Martin S.J.,1,1
Primera Division,19/09/16,Racing Club,Defensa y Justicia,1,1
Primera Division,19/09/16,Tigre,Huracan,1,1
Primera Division,20/09/16,Gimnasia L.P.,Atl. Rafaela,0,1
Primera Division,24/09/16,Olimpo Bahia Blanca,Godoy Cruz,3,0
Primera Division,24/09/16,Newells Old Boys,Atl. Tucuman,3,1
Primera Division,24/09/16,Atl. Rafaela,Rosario Central,0,0
Primera Division,24/09/16,Velez Sarsfield,Racing Club,0,3
Primera Division,25/09/16,Independiente,Tigre,1,1
Primera Division,25/09/16,Huracan,Sarmiento Junin,0,0
Primera Division,25/09/16,Estudiantes L.P.,Temperley,3,0
Primera Division,25/09/16,Union de Santa Fe,Belgrano,0,2
Primera Division,25/09/16,Talleres Cordoba,Banfield,0,0
Primera Division,25/09/16,Patronato,San Lorenzo,1,1
Primera Division,25/09/16,Boca Juniors,Quilmes,4,1
Primera Division,25/09/16,Lanus,Aldosivi,0,0
Primera Division,26/09/16,Defensa y Justicia,River Plate,3,3
Primera Division,26/09/16,Arsenal Sarandi,Gimnasia L.P.,2,2
Primera Division,27/09/16,San Martin S.J.,Colon Santa FE,0,0
Primera Division,30/09/16,Quilmes,Olimpo Bahia Blanca,2,1
Primera Division,01/10/16,Godoy Cruz,Union de Santa Fe,2,1
Primera Division,01/10/16,Rosario Central,Arsenal Sarandi,5,0
Primera Division,01/10/16,Aldosivi,Talleres Cordoba,2,1
Primera Division,01/10/16,Temperley,Newells Old Boys,0,0
Primera Division,01/10/16,Racing Club,Patronato,2,0
Primera Division,02/10/16,River Plate,Velez Sarsfield,3,0
Primera Division,02/10/16,San Lorenzo,Atl. Rafaela,2,1
Primera Division,02/10/16,Belgrano,Lanus,1,1
Primera Division,02/10/16,Gimnasia L.P.,Estudiantes L.P.,0,0
Primera Division,02/10/16,Banfield,San Martin S.J.,3,2
Primera Division,02/10/16,Colon Santa FE,Defensa y Justicia,1,0
Primera Division,02/10/16,Sarmiento Junin,Independiente,0,1
Primera Division,03/10/16,Tigre,Boca Juniors,1,1
Primera Division,04/10/16,Atl. Tucuman,Huracan,0,2
Primera Division,14/10/16,Defensa y Justicia,Banfield,1,0
Primera Division,15/10/16,Belgrano,Aldosivi,0,0
Primera Division,15/10/16,Velez Sarsfield,Colon Santa FE,2,1
Primera Division,15/10/16,Atl. Rafaela,Racing Club,3,2
Primera Division,15/10/16,Huracan,Temperley,1,2
Primera Division,15/10/16,Estudiantes L.P.,Rosario Central,3,2
Primera Division,15/10/16,San Martin S.J.,Talleres Cordoba,1,3
Primera Division,16/10/16,Independiente,Atl. Tucuman,0,2
Primera Division,16/10/16,Lanus,Godoy Cruz,3,0
Primera Division,16/10/16,Boca Juniors,Sarmiento Junin,2,0
Primera Division,16/10/16,Olimpo Bahia Blanca,Tigre,1,4
Primera Division,16/10/16,Newells Old Boys,Gimnasia L.P.,1,0
Primera Division,16/10/16,Arsenal Sarandi,San Lorenzo,1,3
Primera Division,17/10/16,Patronato,River Plate,2,1
Primera Division,18/10/16,Union de Santa Fe,Quilmes,1,1
Primera Division,21/10/16,Sarmiento Junin,Olimpo Bahia Blanca,1,1
Primera Division,22/10/16,Talleres Cordoba,Defensa y Justicia,2,0
Primera Division,22/10/16,Quilmes,Lanus,1,0
Primera Division,22/10/16,Godoy Cruz,Belgrano,2,0
Primera Division,22/10/16,Temperley,Independiente,0,1
Primera Division,22/10/16,Colon Santa FE,Patronato,0,1
Primera Division,22/10/16,Racing Club,Arsenal Sarandi,1,0
Primera Division,23/10/16,River Plate,Atl. Rafaela,1,0
Primera Division,23/10/16,Gimnasia L.P.,Huracan,1,0
Primera Division,23/10/16,Banfield,Velez Sarsfield,1,0
Primera Division,23/10/16,Rosario Central,Newells Old Boys,0,1
Primera Division,23/10/16,Tigre,Union de Santa Fe,3,1
Primera Division,23/10/16,San Lorenzo,Estudiantes L.P.,1,2
Primera Division,24/10/16,Atl. Tucuman,Boca Juniors,2,2
Primera Division,25/10/16,Aldosivi,San Martin S.J.,1,2
Primera Division,28/10/16,Olimpo Bahia Blanca,Atl. Tucuman,2,1
Primera Division,29/10/16,Patronato,Banfield,2,0
Primera Division,29/10/16,Velez Sarsfield,Talleres Cordoba,0,2
Primera Division,29/10/16,Belgrano,Quilmes,0,0
Primera Division,29/10/16,Boca Juniors,Temperley,4,0
Primera Division,29/10/16,Independiente,Gimnasia L.P.,0,0
Primera Division,29/10/16,Huracan,Rosario Central,1,1
Primera Division,30/10/16,Estudiantes L.P.,Racing Club,2,1
Primera Division,30/10/16,Lanus,Tigre,1,1
Primera Division,30/10/16,Godoy Cruz,Aldosivi,3,1
Primera Division,30/10/16,Newells Old Boys,San Lorenzo,2,2
Primera Division,30/10/16,Atl. Rafaela,Colon Santa FE,0,2
Primera Division,30/10/16,Arsenal Sarandi,River Plate,2,2
Primera Division,31/10/16,Defensa y Justicia,San Martin S.J.,0,0
Primera Division,01/11/16,Union de Santa Fe,Sarmiento Junin,1,0
Primera Division,05/11/16,Temperley,Olimpo Bahia Blanca,0,0
Primera Division,05/11/16,Quilmes,Godoy Cruz,1,0
Primera Division,05/11/16,River Plate,Estudiantes L.P.,1,1
Primera Division,05/11/16,Sarmiento Junin,Lanus,1,2
Primera Division,05/11/16,Colon Santa FE,Arsenal Sarandi,1,0
Primera Division,05/11/16,Racing Club,Newells Old Boys,2,1
Primera Division,05/11/16,San Martin S.J.,Velez Sarsfield,2,0
Primera Division,06/11/16,Banfield,Atl. Rafaela,1,1
Primera Division,06/11/16,San Lorenzo,Huracan,2,0
Primera Division,06/11/16,Tigre,Belgrano,2,1
Primera Division,06/11/16,Talleres Cordoba,Patronato,1,0
Primera Division,06/11/16,Rosario Central,Independiente,0,0
Primera Division,06/11/16,Gimnasia L.P.,Boca Juniors,0,3
Primera Division,07/11/16,Aldosivi,Defensa y Justicia,0,0
Primera Division,09/11/16,Atl. Tucuman,Union de Santa Fe,1,1
Primera Division,13/11/16,Velez Sarsfield,Defensa y Justicia,2,1
Primera Division,19/11/16,Arsenal Sarandi,Banfield,1,3
Primera Division,19/11/16,Estudiantes L.P.,Colon Santa FE,1,0
Primera Division,19/11/16,Godoy Cruz,Tigre,2,1
Primera Division,19/11/16,Lanus,Atl. Tucuman,1,0
Primera Division,19/11/16,Union de Santa Fe,Temperley,2,1
Primera Division,19/11/16,Huracan,Racing Club,1,1
Primera Division,20/11/16,Belgrano,Sarmiento Junin,1,2
Primera Division,20/11/16,Independiente,San Lorenzo,1,2
Primera Division,20/11/16,Quilmes,Aldosivi,1,0
Primera Division,20/11/16,Boca Juniors,Rosario Central,1,1
Primera Division,20/11/16,Atl. Rafaela,Talleres Cordoba,0,1
Primera Division,20/11/16,Newells Old Boys,River Plate,1,0
Primera Division,21/11/16,Olimpo Bahia Blanca,Gimnasia L.P.,0,0
Primera Division,22/11/16,Patronato,San Martin S.J.,3,0
Primera Division,25/11/16,Temperley,Lanus,1,3
Primera Division,26/11/16,Talleres Cordoba,Arsenal Sarandi,0,0
Primera Division,26/11/16,Colon Santa FE,Newells Old Boys,1,2
Primera Division,26/11/16,Tigre,Quilmes,3,0
Primera Division,26/11/16,Banfield,Estudiantes L.P.,3,2
Primera Division,26/11/16,Atl. Tucuman,Belgrano,0,0
Primera Division,26/11/16,Rosario Central,Olimpo Bahia Blanca,1,1
Primera Division,27/11/16,Aldosivi,Velez Sarsfield,0,0
Primera Division,27/11/16,River Plate,Huracan,1,0
Primera Division,27/11/16,Sarmiento Junin,Godoy Cruz,2,2
Primera Division,27/11/16,San Lorenzo,Boca Juniors,1,2
Primera Division,27/11/16,Racing Club,Independiente,3,0
Primera Division,28/11/16,Defensa y Justicia,Patronato,1,2
Primera Division,28/11/16,Gimnasia L.P.,Union de Santa Fe,1,1
Primera Division,29/11/16,San Martin S.J.,Atl. Rafaela,0,3
Primera Division,03/12/16,Quilmes,Sarmiento Junin,1,3
Primera Division,03/12/16,Huracan,Colon Santa FE,1,3
Primera Division,03/12/16,Atl. Rafaela,Defensa y Justicia,0,1
Primera Division,03/12/16,Newells Old Boys,Banfield,0,2
Primera Division,03/12/16,Tigre,Aldosivi,1,1
Primera Division,03/12/16,Godoy Cruz,Atl. Tucuman,1,2
Primera Division,03/12/16,Olimpo Bahia Blanca,San Lorenzo,1,2
Primera Division,04/12/16,Estudiantes L.P.,Talleres Cordoba,0,0
Primera Division,04/12/16,Union de Santa Fe,Rosario Central,2,0
Primera Division,04/12/16,Boca Juniors,Racing Club,4,2
Primera Division,04/12/16,Patronato,Velez Sarsfield,0,0
Primera Division,04/12/16,Belgrano,Temperley,0,0
Primera Division,04/12/16,Independiente,River Plate,1,0
Primera Division,05/12/16,Arsenal Sarandi,San Martin S.J.,0,0
Primera Division,06/12/16,Lanus,Gimnasia L.P.,1,0
Primera Division,09/12/16,Aldosivi,Patronato,1,1
Primera Division,09/12/16,Sarmiento Junin,Tigre,2,0
Primera Division,10/12/16,Temperley,Godoy Cruz,1,0
Primera Division,10/12/16,San Lorenzo,Union de Santa Fe,3,2
Primera Division,10/12/16,Talleres Cordoba,Newells Old Boys,1,1
Primera Division,10/12/16,Velez Sarsfield,Atl. Rafaela,2,0
Primera Division,10/12/16,Gimnasia L.P.,Belgrano,1,1
Primera Division,10/12/16,Racing Club,Olimpo Bahia Blanca,0,2
Primera Division,11/12/16,River Plate,Boca Juniors,2,4
Primera Division,11/12/16,Banfield,Huracan,1,0
Primera Division,11/12/16,San Martin S.J.,Estudiantes L.P.,3,2
Primera Division,11/12/16,Colon Santa FE,Independiente,0,2
