Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
Liga 1,21/10/16,Concordia,Poli Timisoara,0,2
Liga 1,21/10/16,FC Viitorul,CFR Cluj,2,1
Liga 1,22/10/16,Gaz Metan Medias,CS U. Craiova,2,2
Liga 1,22/10/16,Din. Bucuresti,Pandurii,4,0
Liga 1,23/10/16,Poli Iasi,Voluntari,1,2
Liga 1,23/10/16,Targu Mures,FC Steaua Bucuresti,1,1
Liga 1,24/10/16,FC Botosani,Astra,0,0
Liga 1,28/10/16,Concordia,CFR Cluj,1,2
Liga 1,29/10/16,CS U. Craiova,Pandurii,2,1
Liga 1,29/10/16,Din. Bucuresti,Astra,2,2
Liga 1,30/10/16,Targu Mures,Gaz Metan Medias,1,3
Liga 1,30/10/16,Poli Iasi,FC Steaua Bucuresti,0,2
Liga 1,31/10/16,FC Viitorul,Voluntari,2,1
Liga 1,31/10/16,FC Botosani,Poli Timisoara,2,0
Liga 1,04/11/16,Gaz Metan Medias,Poli Iasi,2,1
Liga 1,05/11/16,Voluntari,Concordia,1,0
Liga 1,05/11/16,Targu Mures,CS U. Craiova,0,2
Liga 1,05/11/16,Poli Timisoara,Din. Bucuresti,1,2
Liga 1,06/11/16,Astra,Pandurii,2,0
Liga 1,06/11/16,FC Steaua Bucuresti,FC Viitorul,2,0
Liga 1,07/11/16,CFR Cluj,FC Botosani,1,0
Liga 1,18/11/16,FC Botosani,Voluntari,0,1
Liga 1,18/11/16,Pandurii,Poli Timisoara,2,2
Liga 1,19/11/16,Poli Iasi,Targu Mures,0,0
Liga 1,19/11/16,Concordia,FC Steaua Bucuresti,1,0
Liga 1,20/11/16,CS U. Craiova,Astra,0,1
Liga 1,21/11/16,FC Viitorul,Gaz Metan Medias,1,1
Liga 1,21/11/16,Din. Bucuresti,CFR Cluj,0,2
Liga 1,25/11/16,Targu Mures,FC Viitorul,0,2
Liga 1,25/11/16,Poli Iasi,CS U. Craiova,2,1
Liga 1,26/11/16,Gaz Metan Medias,Concordia,3,1
Liga 1,26/11/16,Voluntari,Din. Bucuresti,1,2
Liga 1,27/11/16,Poli Timisoara,Astra,2,0
Liga 1,27/11/16,FC Steaua Bucuresti,FC Botosani,0,0
Liga 1,28/11/16,CFR Cluj,Pandurii,0,1
Liga 1,29/11/16,Concordia,Targu Mures,1,2
Liga 1,29/11/16,FC Viitorul,Poli Iasi,1,0
Liga 1,30/11/16,CS U. Craiova,Poli Timisoara,2,0
Liga 1,30/11/16,FC Botosani,Gaz Metan Medias,0,0
Liga 1,30/11/16,Din. Bucuresti,FC Steaua Bucuresti,3,1
Liga 1,01/12/16,Pandurii,Voluntari,1,1
Liga 1,01/12/16,Astra,CFR Cluj,1,2
Liga 1,02/12/16,Poli Iasi,Concordia,1,0
Liga 1,03/12/16,FC Viitorul,CS U. Craiova,2,0
Liga 1,04/12/16,Voluntari,Astra,1,2
Liga 1,04/12/16,Targu Mures,FC Botosani,2,0
Liga 1,04/12/16,FC Steaua Bucuresti,Pandurii,3,1
Liga 1,05/12/16,CFR Cluj,Poli Timisoara,2,2
Liga 1,05/12/16,Gaz Metan Medias,Din. Bucuresti,4,0
Liga 1,09/12/16,Poli Timisoara,Voluntari,1,0
Liga 1,09/12/16,CS U. Craiova,CFR Cluj,2,1
Liga 1,10/12/16,Pandurii,Gaz Metan Medias,2,5
Liga 1,10/12/16,FC Botosani,Poli Iasi,1,3
Liga 1,10/12/16,Din. Bucuresti,Targu Mures,1,0
Liga 1,11/12/16,Astra,FC Steaua Bucuresti,1,0
Liga 1,12/12/16,Concordia,FC Viitorul,1,2
Liga 1,16/12/16,Concordia,CS U. Craiova,0,0
Liga 1,17/12/16,Voluntari,CFR Cluj,2,1
Liga 1,17/12/16,FC Steaua Bucuresti,Poli Timisoara,1,0
Liga 1,18/12/16,Targu Mures,Pandurii,3,0
Liga 1,18/12/16,Poli Iasi,Din. Bucuresti,3,1
Liga 1,19/12/16,Gaz Metan Medias,Astra,0,1
Liga 1,19/12/16,FC Viitorul,FC Botosani,3,1
Liga 1,03/02/17,Pandurii,Poli Iasi,1,1
Liga 1,03/02/17,Astra,Targu Mures,1,0
Liga 1,04/02/17,CS U. Craiova,Voluntari,5,0
Liga 1,04/02/17,Din. Bucuresti,FC Viitorul,1,2
Liga 1,05/02/17,FC Botosani,Concordia,1,1
Liga 1,05/02/17,CFR Cluj,FC Steaua Bucuresti,1,1
Liga 1,06/02/17,Poli Timisoara,Gaz Metan Medias,1,1
Liga 1,10/02/17,Targu Mures,Poli Timisoara,0,0
Liga 1,11/02/17,FC Botosani,CS U. Craiova,1,0
Liga 1,11/02/17,Gaz Metan Medias,CFR Cluj,1,2
Liga 1,12/02/17,FC Steaua Bucuresti,Voluntari,2,2
Liga 1,13/02/17,FC Viitorul,Pandurii,3,0
Liga 1,13/02/17,Concordia,Din. Bucuresti,2,1
Liga 1,17/02/17,CFR Cluj,Targu Mures,2,0
Liga 1,18/02/17,Voluntari,Gaz Metan Medias,1,0
Liga 1,18/02/17,CS U. Craiova,FC Steaua Bucuresti,1,2
Liga 1,19/02/17,Pandurii,Concordia,0,1
Liga 1,19/02/17,Astra,FC Viitorul,1,0
Liga 1,20/02/17,Poli Timisoara,Poli Iasi,2,1
Liga 1,20/02/17,Din. Bucuresti,FC Botosani,1,0
Liga 1,24/02/17,Targu Mures,Voluntari,0,0
Liga 1,25/02/17,FC Viitorul,Poli Timisoara,5,0
Liga 1,25/02/17,Din. Bucuresti,CS U. Craiova,2,1
Liga 1,26/02/17,FC Botosani,Pandurii,3,1
Liga 1,26/02/17,Gaz Metan Medias,FC Steaua Bucuresti,1,1
Liga 1,27/02/17,Concordia,Astra,1,3
Liga 1,27/02/17,Poli Iasi,CFR Cluj,1,2
Liga 1,02/03/17,Poli Iasi,Astra,2,3
Liga 1,04/03/17,Poli Timisoara,Concordia,1,1
Liga 1,04/03/17,FC Steaua Bucuresti,Targu Mures,1,1
Liga 1,05/03/17,CFR Cluj,FC Viitorul,1,0
Liga 1,05/03/17,CS U. Craiova,Gaz Metan Medias,1,0
Liga 1,05/03/17,Pandurii,Din. Bucuresti,0,2
Liga 1,06/03/17,Voluntari,Poli Iasi,0,1
Liga 1,06/03/17,Astra,FC Botosani,3,0
Liga 1,10/03/17,FC Botosani,Poli Timisoara,1,2
Liga 1,11/03/17,Poli Iasi,Concordia,3,1
Liga 1,11/03/17,Astra,CS U. Craiova,0,0
Liga 1,12/03/17,Voluntari,Pandurii,1,1
Liga 1,12/03/17,FC Steaua Bucuresti,CFR Cluj,2,0
Liga 1,13/03/17,Gaz Metan Medias,Targu Mures,2,0
Liga 1,13/03/17,FC Viitorul,Din. Bucuresti,0,0
Liga 1,17/03/17,CFR Cluj,Astra,3,2
Liga 1,18/03/17,Targu Mures,Concordia,2,1
Liga 1,18/03/17,FC Viitorul,FC Steaua Bucuresti,3,1
Liga 1,19/03/17,Gaz Metan Medias,FC Botosani,0,0
Liga 1,19/03/17,Din. Bucuresti,CS U. Craiova,0,0
Liga 1,20/03/17,Poli Timisoara,Voluntari,1,0
Liga 1,20/03/17,Pandurii,Poli Iasi,0,0
Liga 1,31/03/17,Concordia,Pandurii,0,1
Liga 1,31/03/17,FC Botosani,Targu Mures,2,0
Liga 1,01/04/17,Poli Iasi,Poli Timisoara,1,0
Liga 1,01/04/17,CS U. Craiova,CFR Cluj,1,4
Liga 1,02/04/17,Voluntari,Gaz Metan Medias,2,2
Liga 1,02/04/17,FC Steaua Bucuresti,Din. Bucuresti,2,1
Liga 1,03/04/17,Astra,FC Viitorul,1,2
Liga 1,04/04/17,Targu Mures,Pandurii,0,0
Liga 1,04/04/17,Poli Timisoara,Concordia,0,0
Liga 1,05/04/17,FC Botosani,Voluntari,3,0
Liga 1,05/04/17,Gaz Metan Medias,Poli Iasi,0,2
Liga 1,05/04/17,Din. Bucuresti,CFR Cluj,2,0
Liga 1,06/04/17,FC Viitorul,CS U. Craiova,0,1
Liga 1,06/04/17,FC Steaua Bucuresti,Astra,3,0
Liga 1,07/04/17,Pandurii,Poli Timisoara,1,3
Liga 1,08/04/17,Voluntari,Targu Mures,2,1
Liga 1,08/04/17,Poli Iasi,FC Botosani,2,1
Liga 1,09/04/17,CFR Cluj,FC Viitorul,0,0
Liga 1,09/04/17,CS U. Craiova,FC Steaua Bucuresti,0,1
Liga 1,10/04/17,Concordia,Gaz Metan Medias,1,1
Liga 1,10/04/17,Astra,Din. Bucuresti,1,2
Liga 1,14/04/17,FC Botosani,Concordia,1,1
Liga 1,15/04/17,Targu Mures,Poli Timisoara,0,0
Liga 1,15/04/17,CS U. Craiova,Astra,1,3
Liga 1,16/04/17,Gaz Metan Medias,Pandurii,3,1
Liga 1,16/04/17,Din. Bucuresti,FC Viitorul,2,1
Liga 1,17/04/17,Voluntari,Poli Iasi,0,0
Liga 1,17/04/17,CFR Cluj,FC Steaua Bucuresti,0,0
Liga 1,20/04/17,Poli Timisoara,Gaz Metan Medias,1,0
Liga 1,21/04/17,Concordia,Voluntari,0,2
Liga 1,21/04/17,Pandurii,FC Botosani,1,1
Liga 1,22/04/17,Astra,CFR Cluj,0,1
Liga 1,22/04/17,CS U. Craiova,Din. Bucuresti,2,2
Liga 1,24/04/17,Poli Iasi,Targu Mures,0,0
Liga 1,24/04/17,FC Steaua Bucuresti,FC Viitorul,1,1
Liga 1,28/04/17,Concordia,Poli Iasi,0,0
Liga 1,29/04/17,Targu Mures,Gaz Metan Medias,0,0
Liga 1,29/04/17,FC Viitorul,Astra,3,2
Liga 1,30/04/17,Pandurii,Voluntari,1,3
Liga 1,30/04/17,CFR Cluj,CS U. Craiova,0,3
Liga 1,01/05/17,Poli Timisoara,FC Botosani,1,1
Liga 1,01/05/17,Din. Bucuresti,FC Steaua Bucuresti,2,1
Liga 1,05/05/17,Voluntari,Poli Timisoara,2,1
Liga 1,05/05/17,Concordia,Targu Mures,2,0
Liga 1,06/05/17,CFR Cluj,Din. Bucuresti,0,3
Liga 1,07/05/17,FC Botosani,Gaz Metan Medias,0,0
Liga 1,07/05/17,CS U. Craiova,FC Viitorul,0,1
Liga 1,08/05/17,Poli Iasi,Pandurii,3,0
Liga 1,08/05/17,Astra,FC Steaua Bucuresti,0,1
Liga 1,10/05/17,Concordia,Poli Timisoara,3,1
Liga 1,12/05/17,Gaz Metan Medias,Voluntari,4,1
Liga 1,13/05/17,Din. Bucuresti,Astra,1,1
Liga 1,13/05/17,FC Steaua Bucuresti,CS U. Craiova,3,0
Liga 1,13/05/17,FC Viitorul,CFR Cluj,1,0
Liga 1,14/05/17,Poli Timisoara,Poli Iasi,1,1
Liga 1,15/05/17,Targu Mures,FC Botosani,0,2
Liga 1,15/05/17,Pandurii,Concordia,3,2
Liga 1,19/05/17,Pandurii,Targu Mures,1,0
Liga 1,19/05/17,Poli Iasi,Gaz Metan Medias,1,0
Liga 1,21/05/17,Voluntari,FC Botosani,1,0
Liga 1,23/05/17,Gaz Metan Medias,Concordia,3,0
Liga 1,23/05/17,Poli Timisoara,Pandurii,0,1
Liga 1,24/05/17,Targu Mures,Voluntari,0,2
Liga 1,25/05/17,FC Botosani,Poli Iasi,0,1
Liga 1,26/05/17,Pandurii,Gaz Metan Medias,0,0
Liga 1,28/05/17,Poli Timisoara,Targu Mures,3,1
Liga 1,29/05/17,Concordia,FC Botosani,2,1
Liga 1,31/05/17,Poli Iasi,Voluntari,1,1
Liga 1,04/06/17,FC Botosani,Pandurii,2,1
Liga 1,04/06/17,Gaz Metan Medias,Poli Timisoara,2,2
Liga 1,04/06/17,Voluntari,Concordia,0,1
Liga 1,05/06/17,Targu Mures,Poli Iasi,1,1
Liga 1,12/06/17,Poli Timisoara,UTA Arad,2,1
Liga 1,15/06/17,UTA Arad,Poli Timisoara,1,3
