Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
Serie A,18/06/17,Coritiba,Corinthians,0,0
Serie A,18/06/17,Bahia,Palmeiras,2,4
Serie A,18/06/17,Chapecoense-SC,Botafogo RJ,0,2
Serie A,18/06/17,Fluminense,Flamengo RJ,2,2
Serie A,18/06/17,Sao Paulo,Atletico-MG,1,2
Serie A,18/06/17,Sport Recife,Vitoria,1,3
Serie A,20/06/17,Cruzeiro,Gremio,3,3
Serie A,21/06/17,Vitoria,Santos,0,2
Serie A,22/06/17,Botafogo RJ,Vasco,3,1
Serie A,22/06/17,Palmeiras,Atletico GO,1,0
Serie A,22/06/17,Atletico-MG,Sport Recife,2,2
Serie A,22/06/17,Atletico-PR,Sao Paulo,1,0
Serie A,22/06/17,Avai,Fluminense,0,3
Serie A,22/06/17,Corinthians,Bahia,3,0
Serie A,22/06/17,Ponte Preta,Cruzeiro,1,0
Serie A,23/06/17,Flamengo RJ,Chapecoense-SC,5,1
Serie A,23/06/17,Gremio,Coritiba,2,0
Serie A,24/06/17,Santos,Sport Recife,0,1
Serie A,25/06/17,Vasco,Atletico GO,1,0
Serie A,25/06/17,Atletico-PR,Vitoria,4,1
Serie A,25/06/17,Cruzeiro,Coritiba,2,0
Serie A,25/06/17,Gremio,Corinthians,0,1
Serie A,25/06/17,Ponte Preta,Palmeiras,1,2
Serie A,25/06/17,Sao Paulo,Fluminense,1,1
Serie A,25/06/17,Bahia,Flamengo RJ,0,1
Serie A,25/06/17,Chapecoense-SC,Atletico-MG,0,1
Serie A,27/06/17,Botafogo RJ,Avai,0,2
Serie A,01/07/17,Palmeiras,Gremio,1,0
Serie A,01/07/17,Atletico GO,Santos,1,1
Serie A,02/07/17,Atletico-MG,Cruzeiro,3,1
Serie A,02/07/17,Corinthians,Botafogo RJ,1,0
Serie A,02/07/17,Flamengo RJ,Sao Paulo,2,0
Serie A,02/07/17,Sport Recife,Atletico-PR,1,0
Serie A,02/07/17,Vitoria,Bahia,0,0
Serie A,02/07/17,Avai,Ponte Preta,0,0
Serie A,02/07/17,Coritiba,Vasco,2,2
Serie A,04/07/17,Fluminense,Chapecoense-SC,3,3
Serie A,08/07/17,Atletico GO,Vitoria,1,2
Serie A,08/07/17,Vasco,Flamengo RJ,0,1
Serie A,08/07/17,Corinthians,Ponte Preta,2,0
Serie A,09/07/17,Chapecoense-SC,Atletico-PR,1,1
Serie A,09/07/17,Bahia,Fluminense,1,1
Serie A,09/07/17,Cruzeiro,Palmeiras,3,1
Serie A,09/07/17,Gremio,Avai,0,2
Serie A,09/07/17,Botafogo RJ,Atletico-MG,1,1
Serie A,09/07/17,Santos,Sao Paulo,3,2
Serie A,11/07/17,Coritiba,Sport Recife,0,3
Serie A,12/07/17,Atletico-MG,Santos,0,1
Serie A,12/07/17,Ponte Preta,Bahia,0,3
Serie A,13/07/17,Fluminense,Botafogo RJ,0,1
Serie A,13/07/17,Atletico-PR,Cruzeiro,0,2
Serie A,13/07/17,Palmeiras,Corinthians,0,2
Serie A,13/07/17,Vitoria,Vasco,1,4
Serie A,13/07/17,Flamengo RJ,Gremio,0,1
Serie A,13/07/17,Sao Paulo,Atletico GO,2,2
Serie A,13/07/17,Sport Recife,Chapecoense-SC,3,0
Serie A,14/07/17,Avai,Coritiba,1,4
Serie A,15/07/17,Corinthians,Atletico-PR,2,2
Serie A,16/07/17,Palmeiras,Vitoria,4,2
Serie A,16/07/17,Atletico GO,Atletico-MG,1,2
Serie A,16/07/17,Chapecoense-SC,Sao Paulo,2,0
Serie A,16/07/17,Cruzeiro,Flamengo RJ,1,1
Serie A,16/07/17,Gremio,Ponte Preta,3,1
Serie A,16/07/17,Vasco,Santos,0,0
Serie A,16/07/17,Bahia,Avai,1,1
Serie A,16/07/17,Coritiba,Fluminense,1,2
Serie A,18/07/17,Botafogo RJ,Sport Recife,2,1
Serie A,19/07/17,Santos,Chapecoense-SC,1,0
Serie A,19/07/17,Vitoria,Gremio,1,3
Serie A,20/07/17,Avai,Corinthians,0,0
Serie A,20/07/17,Ponte Preta,Coritiba,4,0
Serie A,20/07/17,Atletico-MG,Bahia,0,2
Serie A,20/07/17,Flamengo RJ,Palmeiras,2,2
Serie A,20/07/17,Sao Paulo,Vasco,1,0
Serie A,20/07/17,Fluminense,Cruzeiro,1,1
Serie A,21/07/17,Sport Recife,Atletico GO,4,0
Serie A,21/07/17,Atletico-PR,Botafogo RJ,0,0
Serie A,22/07/17,Vitoria,Chapecoense-SC,1,2
Serie A,22/07/17,Flamengo RJ,Coritiba,2,1
Serie A,23/07/17,Santos,Bahia,3,0
Serie A,23/07/17,Avai,Cruzeiro,1,0
Serie A,23/07/17,Fluminense,Corinthians,0,1
Serie A,23/07/17,Sport Recife,Palmeiras,0,2
Serie A,23/07/17,Atletico GO,Botafogo RJ,1,1
Serie A,23/07/17,Atletico-MG,Vasco,1,2
Serie A,23/07/17,Atletico-PR,Ponte Preta,0,2
Serie A,25/07/17,Sao Paulo,Gremio,1,1
Serie A,29/07/17,Botafogo RJ,Sao Paulo,3,4
Serie A,29/07/17,Palmeiras,Avai,2,0
Serie A,30/07/17,Chapecoense-SC,Atletico GO,1,2
Serie A,30/07/17,Bahia,Sport Recife,1,3
Serie A,30/07/17,Corinthians,Flamengo RJ,1,1
Serie A,30/07/17,Coritiba,Atletico-MG,0,2
Serie A,30/07/17,Cruzeiro,Vitoria,0,0
Serie A,30/07/17,Gremio,Santos,1,1
Serie A,01/08/17,Vasco,Atletico-PR,0,1
Serie A,02/08/17,Chapecoense-SC,Bahia,1,1
Serie A,02/08/17,Sport Recife,Fluminense,2,2
Serie A,03/08/17,Atletico-MG,Corinthians,0,2
Serie A,03/08/17,Vitoria,Ponte Preta,3,1
Serie A,03/08/17,Atletico GO,Gremio,0,1
Serie A,03/08/17,Botafogo RJ,Palmeiras,1,2
Serie A,03/08/17,Santos,Flamengo RJ,3,2
Serie A,03/08/17,Atletico-PR,Avai,5,0
Serie A,03/08/17,Sao Paulo,Coritiba,1,2
Serie A,04/08/17,Vasco,Cruzeiro,0,3
Serie A,05/08/17,Corinthians,Sport Recife,3,1
Serie A,05/08/17,Fluminense,Atletico GO,3,1
Serie A,06/08/17,Flamengo RJ,Vitoria,0,2
Serie A,06/08/17,Bahia,Sao Paulo,2,1
Serie A,06/08/17,Coritiba,Chapecoense-SC,2,0
Serie A,06/08/17,Cruzeiro,Botafogo RJ,0,0
Serie A,06/08/17,Gremio,Atletico-MG,2,0
Serie A,06/08/17,Palmeiras,Atletico-PR,0,1
Serie A,06/08/17,Avai,Santos,0,0
Serie A,06/08/17,Ponte Preta,Vasco,0,0
Serie A,10/08/17,Ponte Preta,Fluminense,0,0
Serie A,12/08/17,Atletico GO,Coritiba,1,0
Serie A,12/08/17,Vitoria,Avai,0,1
Serie A,13/08/17,Sao Paulo,Cruzeiro,3,2
Serie A,13/08/17,Atletico-MG,Flamengo RJ,2,0
Serie A,13/08/17,Sport Recife,Ponte Preta,0,0
Serie A,13/08/17,Vasco,Palmeiras,1,1
Serie A,13/08/17,Atletico-PR,Bahia,4,1
Serie A,13/08/17,Botafogo RJ,Gremio,1,0
Serie A,15/08/17,Santos,Fluminense,0,0
Serie A,19/08/17,Corinthians,Vitoria,0,1
Serie A,19/08/17,Flamengo RJ,Atletico GO,2,0
Serie A,20/08/17,Gremio,Atletico-PR,0,0
Serie A,20/08/17,Avai,Sao Paulo,1,1
Serie A,20/08/17,Bahia,Vasco,3,0
Serie A,20/08/17,Cruzeiro,Sport Recife,2,0
Serie A,20/08/17,Ponte Preta,Botafogo RJ,2,1
Serie A,20/08/17,Coritiba,Santos,0,0
Serie A,20/08/17,Palmeiras,Chapecoense-SC,0,2
Serie A,22/08/17,Fluminense,Atletico-MG,2,1
Serie A,23/08/17,Chapecoense-SC,Corinthians,0,1
Serie A,26/08/17,Fluminense,Vasco,0,1
Serie A,26/08/17,Corinthians,Atletico GO,0,1
Serie A,27/08/17,Bahia,Botafogo RJ,1,2
Serie A,27/08/17,Flamengo RJ,Atletico-PR,2,0
Serie A,27/08/17,Palmeiras,Sao Paulo,4,2
Serie A,27/08/17,Ponte Preta,Atletico-MG,1,2
Serie A,27/08/17,Avai,Chapecoense-SC,1,0
Serie A,27/08/17,Cruzeiro,Santos,1,1
Serie A,29/08/17,Coritiba,Vitoria,0,1
Serie A,02/09/17,Gremio,Sport Recife,5,0
Serie A,09/09/17,Atletico-MG,Palmeiras,1,1
Serie A,09/09/17,Vasco,Gremio,1,0
Serie A,09/09/17,Sao Paulo,Ponte Preta,2,2
Serie A,10/09/17,Atletico-PR,Coritiba,1,1
Serie A,10/09/17,Santos,Corinthians,2,0
Serie A,10/09/17,Sport Recife,Avai,0,1
Serie A,10/09/17,Vitoria,Fluminense,2,2
Serie A,10/09/17,Botafogo RJ,Flamengo RJ,2,0
Serie A,10/09/17,Chapecoense-SC,Cruzeiro,1,2
Serie A,12/09/17,Atletico GO,Bahia,1,1
Serie A,16/09/17,Botafogo RJ,Santos,2,0
Serie A,17/09/17,Ponte Preta,Atletico GO,1,3
Serie A,17/09/17,Avai,Atletico-MG,1,1
Serie A,17/09/17,Atletico-PR,Fluminense,3,1
Serie A,17/09/17,Corinthians,Vasco,1,0
Serie A,17/09/17,Flamengo RJ,Sport Recife,2,0
Serie A,17/09/17,Gremio,Chapecoense-SC,0,1
Serie A,17/09/17,Vitoria,Sao Paulo,1,2
Serie A,17/09/17,Cruzeiro,Bahia,1,0
Serie A,19/09/17,Palmeiras,Coritiba,1,0
Serie A,23/09/17,Flamengo RJ,Avai,1,1
Serie A,24/09/17,Santos,Atletico-PR,1,0
Serie A,24/09/17,Sao Paulo,Corinthians,1,1
Serie A,24/09/17,Atletico GO,Cruzeiro,1,2
Serie A,24/09/17,Chapecoense-SC,Ponte Preta,1,0
Serie A,24/09/17,Coritiba,Botafogo RJ,2,3
Serie A,24/09/17,Fluminense,Palmeiras,0,1
Serie A,24/09/17,Atletico-MG,Vitoria,1,3
Serie A,24/09/17,Bahia,Gremio,1,0
Serie A,26/09/17,Sport Recife,Vasco,1,1
Serie A,30/09/17,Bahia,Coritiba,1,1
Serie A,30/09/17,Vasco,Chapecoense-SC,1,1
Serie A,30/09/17,Palmeiras,Santos,0,1
Serie A,01/10/17,Avai,Atletico GO,0,2
Serie A,01/10/17,Botafogo RJ,Vitoria,2,3
Serie A,01/10/17,Cruzeiro,Corinthians,1,1
Serie A,01/10/17,Gremio,Fluminense,1,0
Serie A,01/10/17,Sao Paulo,Sport Recife,1,0
Serie A,01/10/17,Atletico-PR,Atletico-MG,0,2
Serie A,03/10/17,Ponte Preta,Flamengo RJ,1,0
Serie A,07/10/17,Cruzeiro,Ponte Preta,2,1
Serie A,11/10/17,Atletico-PR,Atletico GO,2,2
Serie A,11/10/17,Botafogo RJ,Chapecoense-SC,2,1
Serie A,12/10/17,Corinthians,Coritiba,3,1
Serie A,12/10/17,Atletico-MG,Sao Paulo,1,0
Serie A,12/10/17,Avai,Vasco,1,2
Serie A,12/10/17,Gremio,Cruzeiro,0,1
Serie A,12/10/17,Flamengo RJ,Fluminense,1,1
Serie A,12/10/17,Ponte Preta,Santos,1,1
Serie A,12/10/17,Vitoria,Sport Recife,1,2
Serie A,13/10/17,Palmeiras,Bahia,2,2
Serie A,14/10/17,Vasco,Botafogo RJ,1,0
Serie A,15/10/17,Sao Paulo,Atletico-PR,2,1
Serie A,15/10/17,Atletico GO,Palmeiras,1,3
Serie A,15/10/17,Chapecoense-SC,Flamengo RJ,0,1
Serie A,15/10/17,Fluminense,Avai,1,0
Serie A,15/10/17,Sport Recife,Atletico-MG,1,1
Serie A,15/10/17,Bahia,Corinthians,2,0
Serie A,15/10/17,Coritiba,Gremio,0,1
Serie A,16/10/17,Santos,Vitoria,2,2
Serie A,18/10/17,Atletico GO,Vasco,0,1
Serie A,18/10/17,Coritiba,Cruzeiro,1,0
Serie A,19/10/17,Atletico-MG,Chapecoense-SC,2,3
Serie A,19/10/17,Avai,Botafogo RJ,1,1
Serie A,19/10/17,Corinthians,Gremio,0,0
Serie A,19/10/17,Fluminense,Sao Paulo,3,1
Serie A,19/10/17,Palmeiras,Ponte Preta,2,0
Serie A,19/10/17,Vitoria,Atletico-PR,2,3
Serie A,20/10/17,Flamengo RJ,Bahia,4,1
Serie A,20/10/17,Sport Recife,Santos,1,1
Serie A,21/10/17,Vasco,Coritiba,1,1
Serie A,22/10/17,Atletico-PR,Sport Recife,2,1
Serie A,22/10/17,Bahia,Vitoria,2,1
Serie A,22/10/17,Cruzeiro,Atletico-MG,1,3
Serie A,22/10/17,Gremio,Palmeiras,1,3
Serie A,22/10/17,Santos,Atletico GO,1,0
Serie A,22/10/17,Sao Paulo,Flamengo RJ,2,0
Serie A,22/10/17,Chapecoense-SC,Fluminense,2,0
Serie A,22/10/17,Ponte Preta,Avai,1,2
Serie A,23/10/17,Botafogo RJ,Corinthians,2,1
Serie A,28/10/17,Sao Paulo,Santos,2,1
Serie A,28/10/17,Flamengo RJ,Vasco,0,0
Serie A,29/10/17,Atletico-PR,Chapecoense-SC,0,0
Serie A,29/10/17,Atletico-MG,Botafogo RJ,0,0
Serie A,29/10/17,Fluminense,Bahia,1,1
Serie A,29/10/17,Ponte Preta,Corinthians,1,0
Serie A,29/10/17,Sport Recife,Coritiba,3,4
Serie A,29/10/17,Vitoria,Atletico GO,1,1
Serie A,29/10/17,Avai,Gremio,2,2
Serie A,30/10/17,Palmeiras,Cruzeiro,2,2
Serie A,04/11/17,Santos,Atletico-MG,3,1
Serie A,04/11/17,Atletico GO,Sao Paulo,0,1
Serie A,04/11/17,Botafogo RJ,Fluminense,1,2
Serie A,04/11/17,Coritiba,Avai,4,0
Serie A,05/11/17,Corinthians,Palmeiras,3,2
Serie A,05/11/17,Cruzeiro,Atletico-PR,1,0
Serie A,05/11/17,Gremio,Flamengo RJ,3,1
Serie A,05/11/17,Bahia,Ponte Preta,2,0
Serie A,05/11/17,Chapecoense-SC,Sport Recife,1,1
Serie A,05/11/17,Vasco,Vitoria,1,1
Serie A,08/11/17,Avai,Bahia,1,2
Serie A,08/11/17,Ponte Preta,Gremio,0,1
Serie A,08/11/17,Atletico-PR,Corinthians,0,1
Serie A,08/11/17,Sport Recife,Botafogo RJ,1,2
Serie A,08/11/17,Flamengo RJ,Cruzeiro,2,0
Serie A,08/11/17,Santos,Vasco,1,2
Serie A,08/11/17,Vitoria,Palmeiras,3,1
Serie A,09/11/17,Atletico-MG,Atletico GO,3,2
Serie A,09/11/17,Sao Paulo,Chapecoense-SC,2,2
Serie A,09/11/17,Fluminense,Coritiba,2,2
Serie A,11/11/17,Botafogo RJ,Atletico-PR,0,1
Serie A,11/11/17,Corinthians,Avai,1,0
Serie A,12/11/17,Atletico GO,Sport Recife,2,0
Serie A,12/11/17,Gremio,Vitoria,1,1
Serie A,12/11/17,Palmeiras,Flamengo RJ,2,0
Serie A,12/11/17,Vasco,Sao Paulo,1,1
Serie A,12/11/17,Bahia,Atletico-MG,2,2
Serie A,12/11/17,Coritiba,Ponte Preta,1,1
Serie A,12/11/17,Cruzeiro,Fluminense,3,1
Serie A,13/11/17,Chapecoense-SC,Santos,2,0
Serie A,15/11/17,Ponte Preta,Atletico-PR,2,1
Serie A,15/11/17,Cruzeiro,Avai,2,2
Serie A,15/11/17,Gremio,Sao Paulo,1,0
Serie A,15/11/17,Corinthians,Fluminense,3,1
Serie A,15/11/17,Vasco,Atletico-MG,1,1
Serie A,16/11/17,Botafogo RJ,Atletico GO,1,2
Serie A,16/11/17,Chapecoense-SC,Vitoria,2,1
Serie A,16/11/17,Palmeiras,Sport Recife,5,1
Serie A,16/11/17,Bahia,Santos,3,1
Serie A,16/11/17,Coritiba,Flamengo RJ,1,0
Serie A,19/11/17,Atletico GO,Chapecoense-SC,1,1
Serie A,19/11/17,Flamengo RJ,Corinthians,3,0
Serie A,19/11/17,Sao Paulo,Botafogo RJ,0,0
Serie A,19/11/17,Sport Recife,Bahia,1,0
Serie A,19/11/17,Vitoria,Cruzeiro,1,1
Serie A,19/11/17,Atletico-MG,Coritiba,3,0
Serie A,19/11/17,Atletico-PR,Vasco,3,1
Serie A,19/11/17,Santos,Gremio,1,0
Serie A,20/11/17,Fluminense,Ponte Preta,2,0
Serie A,20/11/17,Avai,Palmeiras,2,1
Serie A,25/11/17,Fluminense,Sport Recife,1,2
Serie A,26/11/17,Avai,Atletico-PR,1,0
Serie A,26/11/17,Corinthians,Atletico-MG,2,2
Serie A,26/11/17,Coritiba,Sao Paulo,1,2
Serie A,26/11/17,Cruzeiro,Vasco,0,1
Serie A,26/11/17,Gremio,Atletico GO,1,1
Serie A,26/11/17,Ponte Preta,Vitoria,2,3
Serie A,26/11/17,Bahia,Chapecoense-SC,0,1
Serie A,26/11/17,Flamengo RJ,Santos,1,2
Serie A,27/11/17,Palmeiras,Botafogo RJ,2,0
Serie A,03/12/17,Atletico GO,Fluminense,1,1
Serie A,03/12/17,Atletico-MG,Gremio,4,3
Serie A,03/12/17,Atletico-PR,Palmeiras,3,0
Serie A,03/12/17,Botafogo RJ,Cruzeiro,2,2
Serie A,03/12/17,Chapecoense-SC,Coritiba,2,1
Serie A,03/12/17,Santos,Avai,1,1
Serie A,03/12/17,Sao Paulo,Bahia,1,1
Serie A,03/12/17,Sport Recife,Corinthians,1,0
Serie A,03/12/17,Vasco,Ponte Preta,2,1
Serie A,03/12/17,Vitoria,Flamengo RJ,1,2
