Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
Bundesliga,27/11/16,AC Wolfsberger,Austria Vienna,0,3
Bundesliga,27/11/16,Rapid Vienna,Sturm Graz,1,2
Bundesliga,27/11/16,Salzburg,Admira,0,1
Bundesliga,29/11/16,Altach,Ried,1,0
Bundesliga,30/11/16,Austria Vienna,Salzburg,1,3
Bundesliga,30/11/16,Mattersburg,Rapid Vienna,1,1
Bundesliga,30/11/16,St. Polten,AC Wolfsberger,0,4
Bundesliga,30/11/16,Sturm Graz,Admira,0,2
Bundesliga,03/12/16,Rapid Vienna,St. Polten,1,0
Bundesliga,03/12/16,Admira,Austria Vienna,0,2
Bundesliga,03/12/16,Ried,Mattersburg,2,1
Bundesliga,03/12/16,Salzburg,Altach,4,1
Bundesliga,04/12/16,AC Wolfsberger,Sturm Graz,0,4
Bundesliga,10/12/16,Altach,AC Wolfsberger,2,1
Bundesliga,10/12/16,Mattersburg,Admira,2,0
Bundesliga,11/12/16,Rapid Vienna,Ried,3,1
Bundesliga,11/12/16,Sturm Graz,Salzburg,0,1
Bundesliga,12/12/16,St. Polten,Austria Vienna,2,1
Bundesliga,17/12/16,Ried,Sturm Graz,0,3
Bundesliga,17/12/16,Austria Vienna,Mattersburg,2,0
Bundesliga,17/12/16,Salzburg,AC Wolfsberger,3,0
Bundesliga,17/12/16,St. Polten,Admira,2,2
Bundesliga,18/12/16,Altach,Rapid Vienna,3,1
Bundesliga,11/02/17,Admira,Altach,1,1
Bundesliga,11/02/17,AC Wolfsberger,Ried,1,0
Bundesliga,11/02/17,Mattersburg,Sturm Graz,1,0
Bundesliga,11/02/17,Salzburg,St. Polten,2,0
Bundesliga,12/02/17,Austria Vienna,Rapid Vienna,1,1
Bundesliga,18/02/17,Sturm Graz,Austria Vienna,0,4
Bundesliga,18/02/17,Altach,St. Polten,1,2
Bundesliga,18/02/17,Mattersburg,AC Wolfsberger,2,1
Bundesliga,18/02/17,Rapid Vienna,Admira,0,0
Bundesliga,19/02/17,Ried,Salzburg,1,6
Bundesliga,25/02/17,AC Wolfsberger,Rapid Vienna,2,1
Bundesliga,25/02/17,Admira,Ried,1,0
Bundesliga,25/02/17,Austria Vienna,Altach,1,3
Bundesliga,25/02/17,Salzburg,Mattersburg,1,0
Bundesliga,26/02/17,St. Polten,Sturm Graz,2,1
Bundesliga,04/03/17,Sturm Graz,Altach,3,0
Bundesliga,04/03/17,AC Wolfsberger,Admira,1,1
Bundesliga,04/03/17,Mattersburg,St. Polten,1,0
Bundesliga,04/03/17,Ried,Austria Vienna,0,3
Bundesliga,05/03/17,Rapid Vienna,Salzburg,0,1
Bundesliga,11/03/17,St. Polten,Ried,1,0
Bundesliga,11/03/17,Admira,Salzburg,1,1
Bundesliga,11/03/17,Altach,Mattersburg,3,0
Bundesliga,11/03/17,Austria Vienna,AC Wolfsberger,3,0
Bundesliga,12/03/17,Sturm Graz,Rapid Vienna,2,1
Bundesliga,18/03/17,Rapid Vienna,Mattersburg,1,1
Bundesliga,18/03/17,AC Wolfsberger,St. Polten,1,0
Bundesliga,18/03/17,Admira,Sturm Graz,1,0
Bundesliga,18/03/17,Ried,Altach,2,0
Bundesliga,19/03/17,Salzburg,Austria Vienna,5,0
Bundesliga,01/04/17,St. Polten,Rapid Vienna,1,1
Bundesliga,01/04/17,Austria Vienna,Admira,0,2
Bundesliga,01/04/17,Mattersburg,Ried,2,1
Bundesliga,01/04/17,Sturm Graz,AC Wolfsberger,4,0
Bundesliga,02/04/17,Altach,Salzburg,0,5
Bundesliga,08/04/17,Ried,Rapid Vienna,3,0
Bundesliga,08/04/17,AC Wolfsberger,Altach,0,0
Bundesliga,08/04/17,Admira,Mattersburg,0,2
Bundesliga,08/04/17,Austria Vienna,St. Polten,1,2
Bundesliga,09/04/17,Salzburg,Sturm Graz,1,0
Bundesliga,15/04/17,AC Wolfsberger,Salzburg,0,2
Bundesliga,15/04/17,Admira,St. Polten,2,0
Bundesliga,15/04/17,Rapid Vienna,Altach,3,0
Bundesliga,15/04/17,Sturm Graz,Ried,1,0
Bundesliga,16/04/17,Mattersburg,Austria Vienna,0,3
Bundesliga,22/04/17,Sturm Graz,Mattersburg,0,2
Bundesliga,22/04/17,Altach,Admira,0,0
Bundesliga,22/04/17,Ried,AC Wolfsberger,1,1
Bundesliga,22/04/17,St. Polten,Salzburg,1,2
Bundesliga,23/04/17,Rapid Vienna,Austria Vienna,0,2
Bundesliga,29/04/17,Austria Vienna,Sturm Graz,4,1
Bundesliga,29/04/17,AC Wolfsberger,Mattersburg,2,2
Bundesliga,29/04/17,Salzburg,Ried,1,1
Bundesliga,29/04/17,St. Polten,Altach,3,3
Bundesliga,30/04/17,Admira,Rapid Vienna,3,2
Bundesliga,06/05/17,Mattersburg,Salzburg,2,1
Bundesliga,06/05/17,Rapid Vienna,AC Wolfsberger,4,0
Bundesliga,06/05/17,Ried,Admira,1,0
Bundesliga,06/05/17,Sturm Graz,St. Polten,3,2
Bundesliga,07/05/17,Altach,Austria Vienna,1,1
Bundesliga,13/05/17,Salzburg,Rapid Vienna,1,0
Bundesliga,13/05/17,Admira,AC Wolfsberger,3,2
Bundesliga,13/05/17,Austria Vienna,Ried,3,0
Bundesliga,13/05/17,St. Polten,Mattersburg,1,0
Bundesliga,14/05/17,Altach,Sturm Graz,1,2
Bundesliga,20/05/17,Ried,St. Polten,1,1
Bundesliga,20/05/17,AC Wolfsberger,Austria Vienna,2,1
Bundesliga,20/05/17,Mattersburg,Altach,1,0
Bundesliga,20/05/17,Salzburg,Admira,2,0
Bundesliga,21/05/17,Rapid Vienna,Sturm Graz,1,0
Bundesliga,25/05/17,Altach,Ried,0,2
Bundesliga,25/05/17,Austria Vienna,Salzburg,2,3
Bundesliga,25/05/17,Mattersburg,Rapid Vienna,1,3
Bundesliga,25/05/17,St. Polten,AC Wolfsberger,1,1
Bundesliga,25/05/17,Sturm Graz,Admira,2,1
Bundesliga,28/05/17,AC Wolfsberger,Sturm Graz,1,0
Bundesliga,28/05/17,Admira,Austria Vienna,1,6
Bundesliga,28/05/17,Rapid Vienna,St. Polten,2,1
Bundesliga,28/05/17,Ried,Mattersburg,2,3
Bundesliga,28/05/17,Salzburg,Altach,1,0
